R_ID,Resource,Name,Existing_Cap_MW,num_units,Cap_size,Var_OM_cost_per_MWh,Var_OM_cost_per_MWh_in,Fuel,Heat_rate_MMBTU_per_MWh
1,CC,Astoria Energy 2 - CC3,330.00,1.00,330.00,3.00,0.00,NG,6.45
2,CC,Astoria Energy 2 - CC4,330.00,1.00,330.00,3.00,0.00,NG,6.45
3,CC,Astoria East Energy - CC1,320.00,1.00,320.00,3.00,0.00,NG,6.45
4,CC,Astoria East Energy - CC2,320.00,1.00,320.00,3.00,0.00,NG,6.45
5,ST,Astoria 2,180.00,1.00,180.00,3.00,0.00,NG,6.45
6,ST,Astoria 3,376.00,1.00,376.00,3.00,0.00,FO6,12.60
7,ST,Astoria 5,387.00,1.00,387.00,3.00,0.00,FO6,12.60
8,GT,Astoria GT 01,16.00,1.00,16.00,7.00,0.00,NG,9.82
9,GT,Gowanus 1-1,20.00,1.00,20.00,7.00,0.00,FO2,9.82
10,GT,Gowanus 1-2,20.00,1.00,20.00,7.00,0.00,FO2,9.82
11,GT,Gowanus 1-3,20.00,1.00,20.00,7.00,0.00,FO2,9.82
12,GT,Gowanus 1-4,20.00,1.00,20.00,7.00,0.00,FO2,9.82
13,GT,Gowanus 1-5,20.00,1.00,20.00,7.00,0.00,FO2,9.82
14,GT,Gowanus 1-6,20.00,1.00,20.00,7.00,0.00,FO2,9.82
15,GT,Gowanus 1-7,20.00,1.00,20.00,7.00,0.00,FO2,9.82
16,GT,Gowanus 1-8,20.00,1.00,20.00,7.00,0.00,FO2,9.82
17,GT,Gowanus 2-1,20.00,1.00,20.00,7.00,0.00,FO2,9.82
18,GT,Gowanus 2-2,20.00,1.00,20.00,7.00,0.00,FO2,9.82
19,GT,Gowanus 2-3,20.00,1.00,20.00,7.00,0.00,FO2,9.82
20,GT,Gowanus 2-4,20.00,1.00,20.00,7.00,0.00,FO2,9.82
21,GT,Gowanus 2-5,20.00,1.00,20.00,7.00,0.00,FO2,9.82
22,GT,Gowanus 2-6,20.00,1.00,20.00,7.00,0.00,FO2,9.82
23,GT,Gowanus 2-7,20.00,1.00,20.00,7.00,0.00,FO2,9.82
24,GT,Gowanus 2-8,20.00,1.00,20.00,7.00,0.00,FO2,9.82
25,GT,Gowanus 3-1,20.00,1.00,20.00,7.00,0.00,FO2,9.82
26,GT,Gowanus 3-2,20.00,1.00,20.00,7.00,0.00,FO2,9.82
27,GT,Gowanus 3-3,20.00,1.00,20.00,7.00,0.00,FO2,9.82
28,GT,Gowanus 3-4,20.00,1.00,20.00,7.00,0.00,FO2,9.82
29,GT,Gowanus 3-5,20.00,1.00,20.00,7.00,0.00,FO2,9.82
30,GT,Gowanus 3-6,20.00,1.00,20.00,7.00,0.00,FO2,9.82
31,GT,Gowanus 3-7,20.00,1.00,20.00,7.00,0.00,FO2,9.82
32,GT,Gowanus 3-8,20.00,1.00,20.00,7.00,0.00,FO2,9.82
33,GT,Gowanus 4-1,20.00,1.00,20.00,7.00,0.00,FO2,9.82
34,GT,Gowanus 4-2,20.00,1.00,20.00,7.00,0.00,FO2,9.82
35,GT,Gowanus 4-3,20.00,1.00,20.00,7.00,0.00,FO2,9.82
36,GT,Gowanus 4-4,20.00,1.00,20.00,7.00,0.00,FO2,9.82
37,GT,Gowanus 4-5,20.00,1.00,20.00,7.00,0.00,FO2,9.82
38,GT,Gowanus 4-6,20.00,1.00,20.00,7.00,0.00,FO2,9.82
39,GT,Gowanus 4-7,20.00,1.00,20.00,7.00,0.00,FO2,9.82
40,GT,Gowanus 4-8,20.00,1.00,20.00,7.00,0.00,FO2,9.82
41,GT,Narrows 1-1,22.00,1.00,22.00,7.00,0.00,FO2,9.82
42,GT,Narrows 1-2,22.00,1.00,22.00,7.00,0.00,FO2,9.82
43,GT,Narrows 1-3,22.00,1.00,22.00,7.00,0.00,FO2,9.82
44,GT,Narrows 1-4,22.00,1.00,22.00,7.00,0.00,FO2,9.82
45,GT,Narrows 1-5,22.00,1.00,22.00,7.00,0.00,FO2,9.82
46,GT,Narrows 1-6,22.00,1.00,22.00,7.00,0.00,FO2,9.82
47,GT,Narrows 1-7,22.00,1.00,22.00,7.00,0.00,FO2,9.82
48,GT,Narrows 1-8,22.00,1.00,22.00,7.00,0.00,FO2,9.82
49,GT,Narrows 2-1,22.00,1.00,22.00,7.00,0.00,FO2,9.82
50,GT,Narrows 2-2,22.00,1.00,22.00,7.00,0.00,FO2,9.82
51,GT,Narrows 2-3,22.00,1.00,22.00,7.00,0.00,FO2,9.82
52,GT,Narrows 2-4,22.00,1.00,22.00,7.00,0.00,FO2,9.82
53,GT,Narrows 2-5,22.00,1.00,22.00,7.00,0.00,FO2,9.82
54,GT,Narrows 2-6,22.00,1.00,22.00,7.00,0.00,FO2,9.82
55,GT,Narrows 2-7,22.00,1.00,22.00,7.00,0.00,FO2,9.82
56,GT,Narrows 2-8,22.00,1.00,22.00,7.00,0.00,FO2,9.82
57,JE,Bayonne EC CTG1,64.00,1.00,64.00,3.00,0.00,NG,6.45
58,JE,Bayonne EC CTG2,64.00,1.00,64.00,3.00,0.00,NG,6.45
59,JE,Bayonne EC CTG3,64.00,1.00,64.00,3.00,0.00,NG,6.45
60,JE,Bayonne EC CTG4,64.00,1.00,64.00,3.00,0.00,NG,6.45
61,JE,Bayonne EC CTG5,64.00,1.00,64.00,3.00,0.00,NG,6.45
62,JE,Bayonne EC CTG6,64.00,1.00,64.00,3.00,0.00,NG,6.45
63,JE,Bayonne EC CTG7,64.00,1.00,64.00,3.00,0.00,NG,6.45
64,JE,Bayonne EC CTG8,64.00,1.00,64.00,3.00,0.00,NG,6.45
65,JE,Bayonne EC CTG9,64.00,1.00,64.00,3.00,0.00,NG,6.45
66,JE,Bayonne EC CTG10,64.00,1.00,64.00,3.00,0.00,NG,6.45
67,HY,Glen Park Hydro,32.60,1.00,32.60,0.00,0.00,WAT,0.00
68,HY,Fourth Branch,3.30,1.00,3.30,0.00,0.00,WAT,0.00
69,HY,NYS Dam,11.40,1.00,11.40,0.00,0.00,WAT,0.00
70,HY,Sissonville,3.10,1.00,3.10,0.00,0.00,WAT,0.00
71,HY,Warrensburg,2.90,1.00,2.90,0.00,0.00,WAT,0.00
72,CC,Bethpage,83.60,1.00,83.60,3.00,0.00,NG,6.45
73,GT,Bethpage GT4,60.00,1.00,60.00,7.00,0.00,NG,9.82
74,CC,KIAC_JFK_GT1,60.60,1.00,60.60,3.00,0.00,NG,6.45
75,CC,KIAC_JFK_GT2,60.60,1.00,60.60,3.00,0.00,NG,6.45
76,GT,Stony Brook (BTM:NG),47.00,1.00,47.00,7.00,0.00,NG,9.82
77,WT,Canandaigua Wind Power,125.00,1.00,125.00,0.00,0.00,WND,0.00
78,WT,Fenner Wind Power,30.00,1.00,30.00,0.00,0.00,WND,0.00
79,CC,Carr St.-E. Syr,122.60,1.00,122.60,3.00,0.00,NG,6.45
80,CC,Castleton Energy Center,72.00,1.00,72.00,3.00,0.00,NG,6.45
81,ST,Cayuga 1 (MOTHBALL),155.30,1.00,155.30,3.00,0.00,BIT,8.80
82,GT,Coxsackie GT,21.60,1.00,21.60,7.00,0.00,KER,9.82
83,HY,Dashville 1,2.40,1.00,2.40,0.00,0.00,WAT,0.00
84,HY,Dashville 2,2.40,1.00,2.40,0.00,0.00,WAT,0.00
85,ST,DCRRA,9.20,1.00,9.20,3.00,0.00,REF,13.50
86,HY,High Falls,3.20,1.00,3.20,0.00,0.00,WAT,0.00
87,HY,Millpond,0.90,1.00,0.90,0.00,0.00,WAT,0.00
88,HY,Montgomery West,0.20,1.00,0.20,0.00,0.00,WAT,0.00
89,HY,Salisbury Mills,0.50,1.00,0.50,0.00,0.00,WAT,0.00
90,GT,South Cairo,21.60,1.00,21.60,7.00,0.00,KER,9.82
91,HY,Sturgeon 1,4.80,1.00,4.80,0.00,0.00,WAT,0.00
92,HY,Sturgeon 2,4.80,1.00,4.80,0.00,0.00,WAT,0.00
93,HY,Sturgeon 3,4.80,1.00,4.80,0.00,0.00,WAT,0.00
94,HY,Wallkill,0.50,1.00,0.50,0.00,0.00,WAT,0.00
95,HY,Wappingers Falls,2.00,1.00,2.00,0.00,0.00,WAT,0.00
96,HY,Goodyear Lake,1.40,1.00,1.40,0.00,0.00,WAT,0.00
97,GT,59 St. GT 1,17.10,1.00,17.10,7.00,0.00,KER,9.82
98,GT,74 St. GT 1,18.50,1.00,18.50,7.00,0.00,KER,9.82
99,GT,74 St. GT 2,18.50,1.00,18.50,7.00,0.00,KER,9.82
100,CC,Brooklyn Navy Yard,322.00,1.00,322.00,3.00,0.00,NG,6.45
101,CC,East River 1,185.00,1.00,185.00,3.00,0.00,NG,6.45
102,CC,East River 2,185.00,1.00,185.00,3.00,0.00,NG,6.45
103,ST,East River 6,156.20,1.00,156.20,3.00,0.00,NG,9.82
104,ST,East River 7,200.00,1.00,200.00,3.00,0.00,NG,9.82
105,GT,Hudson Ave 3 (IIFO),16.30,1.00,16.30,7.00,0.00,KER,9.82
106,GT,Hudson Ave 4 (RETIRED),16.30,1.00,16.30,7.00,0.00,KER,9.82
107,GT,Hudson Ave 5,16.30,1.00,16.30,7.00,0.00,KER,9.82
108,IC,Albany LFGE,5.60,1.00,5.60,3.00,0.00,MTE,6.45
109,CC,Beaver Falls,107.80,1.00,107.80,3.00,0.00,NG,6.45
110,IC,Broome 2 LFGE,2.10,1.00,2.10,3.00,0.00,MTE,6.45
111,ST,Danskammer 1,72.00,1.00,72.00,3.00,0.00,NG,9.82
112,ST,Danskammer 2,73.50,1.00,73.50,3.00,0.00,NG,9.82
113,ST,Danskammer 3,147.10,1.00,147.10,3.00,0.00,NG,9.82
114,ST,Danskammer 4,239.40,1.00,239.40,3.00,0.00,NG,9.82
115,CC,Massena,102.10,1.00,102.10,3.00,0.00,NG,6.45
116,WT,Munnsville Wind Power,34.50,1.00,34.50,0.00,0.00,WND,0.00
117,CC,Rensselaer,96.90,1.00,96.90,3.00,0.00,NG,6.45
118,ST,Roseton 1,621.00,1.00,621.00,3.00,0.00,FO6,9.82
119,ST,Roseton 2,621.00,1.00,621.00,3.00,0.00,FO6,9.82
120,CC,Selkirk-I,107.20,1.00,107.20,3.00,0.00,NG,6.45
121,CC,Selkirk-II,338.80,1.00,338.80,3.00,0.00,NG,6.45
122,CC,Syracuse,102.70,1.00,102.70,3.00,0.00,NG,6.45
123,HY,Groveville Hydro,0.90,1.00,0.90,0.00,0.00,WAT,0.00
124,HY,Walden Hydro,2.40,1.00,2.40,0.00,0.00,WAT,0.00
125,ST,American Ref-Fuel 1,25.00,1.00,25.00,3.00,0.00,REF,9.82
126,ST,American Ref-Fuel 2,25.00,1.00,25.00,3.00,0.00,REF,9.82
127,CC,CPV_VALLEY___CC1,385.00,1.00,385.00,3.00,0.00,NG,6.45
128,CC,CPV_VALLEY___CC2,385.00,1.00,385.00,3.00,0.00,NG,6.45
129,CC,CRICKET___VALLEY_CC1,392.30,1.00,392.30,3.00,0.00,NG,6.45
130,CC,CRICKET___VALLEY_CC2,392.30,1.00,392.30,3.00,0.00,NG,6.45
131,CC,CRICKET___VALLEY_CC3,392.30,1.00,392.30,3.00,0.00,NG,6.45
132,IC,Arthur Kill Cogen,11.10,1.00,11.10,3.00,0.00,NG,6.45
133,CC,Independence,1254.00,1.00,1254.00,3.00,0.00,NG,6.45
134,HY,Mongaup 1,1.00,1.00,1.00,0.00,0.00,WAT,0.00
135,HY,Mongaup 2,1.00,1.00,1.00,0.00,0.00,WAT,0.00
136,HY,Mongaup 3,1.00,1.00,1.00,0.00,0.00,WAT,0.00
137,HY,Mongaup 4,1.00,1.00,1.00,0.00,0.00,WAT,0.00
138,HY,Rio,10.80,1.00,10.80,0.00,0.00,WAT,0.00
139,HY,Swinging Bridge 2,7.00,1.00,7.00,0.00,0.00,WAT,0.00
140,CC,Linden Cogen,800.00,1.00,800.00,3.00,0.00,NG,6.45
141,WT,Copenhagen Wind Farm,79.90,1.00,79.90,0.00,0.00,WND,0.00
142,WT,Arkwright Summit Wind Farm,78.40,1.00,78.40,0.00,0.00,WND,0.00
143,CC,Lockport,221.30,1.00,221.30,3.00,0.00,NG,6.45
144,ST,Greenidge 4 (BTM:NG),112.50,1.00,112.50,3.00,0.00,NG,9.82
145,CC,Fortistar - N.Tonawanda,68.50,1.00,68.50,3.00,0.00,NG,6.45
146,CC,EMPIRE_CC_1,335.00,1.00,335.00,3.00,0.00,NG,6.45
147,CC,EMPIRE_CC_2,335.00,1.00,335.00,3.00,0.00,NG,6.45
148,CC,Nassau Energy Corporation,55.00,1.00,55.00,3.00,0.00,NG,6.45
149,NP,Indian Point 2,1299.00,1.00,1299.00,2.00,0.00,UR,10.46
150,NP,Indian Point 3,1012.00,1.00,1012.00,2.00,0.00,UR,10.46
151,HY,Belfort 1,0.40,1.00,0.40,0.00,0.00,WAT,0.00
152,HY,Belfort 2,0.60,1.00,0.60,0.00,0.00,WAT,0.00
153,HY,Belfort 3,1.00,1.00,1.00,0.00,0.00,WAT,0.00
154,HY,Eagle 1,1.30,1.00,1.30,0.00,0.00,WAT,0.00
155,HY,Eagle 2,1.40,1.00,1.40,0.00,0.00,WAT,0.00
156,HY,Eagle 3,1.40,1.00,1.40,0.00,0.00,WAT,0.00
157,HY,Eagle 4,2.10,1.00,2.10,0.00,0.00,WAT,0.00
158,HY,Effley 1,0.40,1.00,0.40,0.00,0.00,WAT,0.00
159,HY,Effley 2,0.40,1.00,0.40,0.00,0.00,WAT,0.00
160,HY,Effley 3,0.60,1.00,0.60,0.00,0.00,WAT,0.00
161,HY,Effley 4,1.60,1.00,1.60,0.00,0.00,WAT,0.00
162,HY,Elmer 1,0.80,1.00,0.80,0.00,0.00,WAT,0.00
163,HY,Elmer 2,0.80,1.00,0.80,0.00,0.00,WAT,0.00
164,HY,High Falls 1,1.60,1.00,1.60,0.00,0.00,WAT,0.00
165,HY,High Falls 2,1.60,1.00,1.60,0.00,0.00,WAT,0.00
166,HY,High Falls 3,1.60,1.00,1.60,0.00,0.00,WAT,0.00
167,HY,Moshier 1,4.00,1.00,4.00,0.00,0.00,WAT,0.00
168,HY,Moshier 2,4.00,1.00,4.00,0.00,0.00,WAT,0.00
169,HY,Soft Maple 1,7.50,1.00,7.50,0.00,0.00,WAT,0.00
170,HY,Soft Maple 2,7.50,1.00,7.50,0.00,0.00,WAT,0.00
171,HY,Taylorville 1,1.10,1.00,1.10,0.00,0.00,WAT,0.00
172,HY,Taylorville 2,1.10,1.00,1.10,0.00,0.00,WAT,0.00
173,HY,Taylorville 3,1.10,1.00,1.10,0.00,0.00,WAT,0.00
174,HY,Taylorville 4,1.20,1.00,1.20,0.00,0.00,WAT,0.00
175,HY,Beebee Island 1,4.00,1.00,4.00,0.00,0.00,WAT,0.00
176,HY,Beebee Island 2,4.00,1.00,4.00,0.00,0.00,WAT,0.00
177,HY,Black River 1,2.00,1.00,2.00,0.00,0.00,WAT,0.00
178,HY,Black River 2,2.00,1.00,2.00,0.00,0.00,WAT,0.00
179,HY,Black River 3,2.00,1.00,2.00,0.00,0.00,WAT,0.00
180,HY,Deferiet 1,3.60,1.00,3.60,0.00,0.00,WAT,0.00
181,HY,Deferiet 2,3.60,1.00,3.60,0.00,0.00,WAT,0.00
182,HY,Deferiet 3,3.60,1.00,3.60,0.00,0.00,WAT,0.00
183,HY,Herrings 1,1.80,1.00,1.80,0.00,0.00,WAT,0.00
184,HY,Herrings 2,1.80,1.00,1.80,0.00,0.00,WAT,0.00
185,HY,Herrings 3,1.80,1.00,1.80,0.00,0.00,WAT,0.00
186,HY,Kamargo 1,1.80,1.00,1.80,0.00,0.00,WAT,0.00
187,HY,Kamargo 2,1.80,1.00,1.80,0.00,0.00,WAT,0.00
188,HY,Kamargo 3,1.80,1.00,1.80,0.00,0.00,WAT,0.00
189,HY,Sewalls 1,1.00,1.00,1.00,0.00,0.00,WAT,0.00
190,HY,Sewalls 2,1.00,1.00,1.00,0.00,0.00,WAT,0.00
191,HY,Beardslee 1,10.00,1.00,10.00,0.00,0.00,WAT,0.00
192,HY,Beardslee 2,10.00,1.00,10.00,0.00,0.00,WAT,0.00
193,HY,Ephratah 1,1.40,1.00,1.40,0.00,0.00,WAT,0.00
194,HY,Ephratah 2,1.20,1.00,1.20,0.00,0.00,WAT,0.00
